date,sales
2015-07-21,55781161638444.27
2015-07-22,69963223328830.945
2015-07-23,46131817071367.72
2015-07-24,52741751806991.56
2015-07-25,65730489638794.81
2015-07-26,74606616622241.44
2015-07-27,57909089516245.27
2015-07-28,56530655634442.9
2015-07-29,69338477981597.555
2015-07-30,45992187417599.52
2015-07-31,55690044876310.64
2015-08-01,78386224202056.36
2015-08-02,82707822163401.45
2015-08-03,66564766768223.25
2015-08-04,65265654619737.516
2015-08-05,74395536003705.92
2015-08-06,47158227097681.72
2015-08-07,51841913205444.2
2015-08-08,61715529241554.21
2015-08-09,55476979901720.695
2015-08-10,64764740982671.49
2015-08-11,62951767425716.086
2015-08-12,73321998199934.1
2015-08-13,47243135646536.62
2015-08-14,55043496112549.6
2015-08-15,71209396051672.14
2015-08-16,72770993205116.81
2015-08-17,56028116700768.016
2015-08-18,56801737007081.69
2015-08-19,68608578313612.266
2015-08-20,46475671515871.3
2015-08-21,53363905787443.27
2015-08-22,67164622318977.5
2015-08-23,72599589397953.5
2015-08-24,58754240069574.59
2015-08-25,57482781202769.04
2015-08-26,68880144245996.86
2015-08-27,44612682693149.24
2015-08-28,51180759470763.46
2015-08-29,70008402595893.44
2015-08-30,79645520308449.06
2015-08-31,62275005085216.586
2015-09-01,73654420467865.16
2015-09-02,85807181539434.86
2015-09-03,52777276103380.94
2015-09-04,54914795097891.625
2015-09-05,79498881531488.31
2015-09-06,85800202768402.27
2015-09-07,59893741186301.914
2015-09-08,57677821139345.75
2015-09-09,72517930901585.58
2015-09-10,46038161320674.24
2015-09-11,51478263095304.52
2015-09-12,71662687654140.77
2015-09-13,81028428296312.02
2015-09-14,55740592595059.28
2015-09-15,59665399346201.516
2015-09-16,77303619782322.17
2015-09-17,47193565625434.76
2015-09-18,51822208753069.84
2015-09-19,72671580238062.38
2015-09-20,80464142618434.94
2015-09-21,58006278536404.586
2015-09-22,57248669366859.945
2015-09-23,73004040058612.86
2015-09-24,44899837157510.96
2015-09-25,51450745844461.09
2015-09-26,70629670018420.11
2015-09-27,81722211092015.61
2015-09-28,56760318433407.086
2015-09-29,55889418767489.164
2015-09-30,74425494859846.0
2015-10-01,59719319780989.19
2015-10-02,62702480898310.36
2015-10-03,84669565284644.03
2015-10-04,91603033454536.06
2015-10-05,63215187069850.695
2015-10-06,58969031421803.984
2015-10-07,73663269324969.67
2015-10-08,46038155670613.914
2015-10-09,66804225609744.61
2015-10-10,66153907558489.32
2015-10-11,73979642540920.44
2015-10-12,59045428809253.07
2015-10-13,53701663945282.3
2015-10-14,73929321908579.67
2015-10-15,48332865819378.016
2015-10-16,56420328670553.055
2015-10-17,76285617424044.94
2015-10-18,84336736576824.02
2015-10-19,58240062367496.164
2015-10-20,60069459636557.02
2015-10-21,74850946729268.92
2015-10-22,46037493265364.164
2015-10-23,52921843456186.26
2015-10-24,71080943969725.03
2015-10-25,82014312407524.5
2015-10-26,55297622402571.28
2015-10-27,53804480812871.56
2015-10-28,66742729919192.45
2015-10-29,41525395680712.78
2015-10-30,50553436957485.055
2015-10-31,68667260176891.77
2015-11-01,61029716937837.766
2015-11-02,58352525942079.75
2015-11-03,84267287851716.14
2015-11-04,87492710643252.78
2015-11-05,54070619772489.21
2015-11-06,54901179084455.16
2015-11-07,73527546391993.34
2015-11-08,85857291549269.55
2015-11-09,55811346181428.02
2015-11-10,56251499245435.55
2015-11-11,74022198724750.61
2015-11-12,41747170900982.96
2015-11-13,51367227184201.69
2015-11-14,69881314164717.47
2015-11-15,84750750472036.39
2015-11-16,60041473030624.55
2015-11-17,56665987537456.66
2015-11-18,75232099863631.0
2015-11-19,47768262281706.1
2015-11-20,54840454396303.36
2015-11-21,71113530428758.2
2015-11-22,83702486505949.66
2015-11-23,58541521051685.43
2015-11-24,57752813026164.36
2015-11-25,74017590365555.08
2015-11-26,44835657583823.18
2015-11-27,49746937309038.02
2015-11-28,66961645773122.85
2015-11-29,84966152908822.38
2015-11-30,61785828872674.805
2015-12-01,71346925676846.83
2015-12-02,86000600717442.53
2015-12-03,51377930882589.79
2015-12-04,54713955417201.875
2015-12-05,73340554979069.33
2015-12-06,88815751018168.48
2015-12-07,64695874970516.9
2015-12-08,61903097361509.15
2015-12-09,77996390840227.58
2015-12-10,48201100729073.15
2015-12-11,54556451801802.52
2015-12-12,69848088920689.44
2015-12-13,80499116864885.6
2015-12-14,60881797496849.47
2015-12-15,62648478108840.42
2015-12-16,79624401703256.31
2015-12-17,55748530511392.52
2015-12-18,58717275116427.07
2015-12-19,77527819065014.31
2015-12-20,85579034665822.9
2015-12-21,74538524535565.28
2015-12-22,83700386406946.53
2015-12-23,104559832175176.05
2015-12-24,94552674033774.56
2015-12-26,71706344122260.39
2015-12-27,65541200172040.25
2015-12-28,63765545307565.99
2015-12-29,73413121451566.45
2015-12-30,99552464995292.78
2015-12-31,90974360277957.7
2016-01-01,1264316949279.2212
2016-01-02,82056140987900.1
2016-01-03,100357492235294.75
2016-01-04,82885847603472.47
2016-01-05,74972678883769.55
2016-01-06,88439609921282.77
2016-01-07,56571010461184.31
2016-01-08,60668893695102.42
2016-01-09,82804138763400.1
2016-01-10,90943090617643.6
2016-01-11,61449087315062.44
2016-01-12,61968502361793.47
2016-01-13,74906363702846.03
2016-01-14,49289996306857.15
2016-01-15,56470809498687.91
2016-01-16,80254639191842.72
2016-01-17,87881394481658.14
2016-01-18,62310706940754.65
2016-01-19,59626210979677.87
2016-01-20,81769837462625.25
2016-01-21,48628910272872.08
2016-01-22,55803317424201.79
2016-01-23,76474668330762.2
2016-01-24,84401865794349.23
2016-01-25,59054052674017.53
2016-01-26,58531350431646.33
2016-01-27,74485666820298.7
2016-01-28,46912425660675.766
2016-01-29,55158246083918.336
2016-01-30,78458814584470.38
2016-01-31,90042587355114.34
2016-02-01,70901712652040.72
2016-02-02,66337879728511.86
2016-02-03,78433086904030.98
2016-02-04,49654006940615.47
2016-02-05,60240703435266.266
2016-02-06,72322620064624.9
2016-02-07,55032346388024.98
2016-02-08,53095631474245.86
2016-02-09,69426466420242.664
2016-02-10,84013798282098.89
2016-02-11,56072430426655.89
2016-02-12,58534714254324.914
2016-02-13,71151469207577.67
2016-02-14,79297666852463.47
2016-02-15,65145178713169.35
2016-02-16,67169023009611.46
2016-02-17,80355673097669.36
2016-02-18,48530940632445.195
2016-02-19,57064807638478.1
2016-02-20,73151138095446.9
2016-02-21,83667263739928.73
2016-02-22,60538489519705.64
2016-02-23,58752326117316.305
2016-02-24,73839240949682.11
2016-02-25,47084311645517.9
2016-02-26,53681057386534.516
2016-02-27,74816649261311.08
2016-02-28,82901065165897.47
2016-02-29,60795093948650.164
2016-03-01,73955116920393.53
2016-03-02,85936852872741.81
2016-03-03,52318650111463.11
2016-03-04,58547921544602.65
2016-03-05,79248942421571.72
2016-03-06,85876780003459.3
2016-03-07,59325059238135.49
2016-03-08,56823222894025.84
2016-03-09,76334549818084.45
2016-03-10,47432072779941.12
2016-03-11,55256134770889.2
2016-03-12,73113858449409.44
2016-03-13,79153654556622.31
2016-03-14,57718808869369.11
2016-03-15,62654774352818.84
2016-03-16,80145147573650.95
2016-03-17,48866909749842.945
2016-03-18,55127312420005.82
2016-03-19,73635363280669.02
2016-03-20,77692619340684.33
2016-03-21,59159977258219.2
2016-03-22,58328743225430.95
2016-03-23,74490928099328.03
2016-03-24,54266846849663.08
2016-03-25,51332342245282.4
2016-03-26,64498078171321.05
2016-03-27,70324114135100.055
2016-03-28,59182539153956.664
2016-03-29,60376508559584.56
2016-03-30,73794693024803.77
2016-03-31,51768972924231.766
2016-04-01,65317644761298.055
2016-04-02,85187414163421.7
2016-04-03,98301140763326.56
2016-04-04,63386170370229.664
2016-04-05,63795833114780.28
2016-04-06,77042405981965.88
2016-04-07,47914753296128.32
2016-04-08,55423695573128.67
2016-04-09,72363587103252.14
2016-04-10,80520252927674.2
2016-04-11,55049522938164.375
2016-04-12,58599393402918.54
2016-04-13,71262191963786.4
2016-04-14,45414588509764.38
2016-04-15,54533107667564.445
2016-04-16,69082227111834.75
2016-04-17,83726232463927.03
2016-04-18,71610291217164.88
2016-04-19,69684010551045.516
2016-04-20,81784454006865.0
2016-04-21,53603028091234.016
2016-04-22,57608432689336.11
2016-04-23,75088877898102.12
2016-04-24,79511315220274.36
2016-04-25,53552903929183.48
2016-04-26,55965334226267.19
2016-04-27,71738326594236.67
2016-04-28,43545469661294.52
2016-04-29,54793735255334.21
2016-04-30,78668602098262.53
2016-05-01,94160859286754.23
2016-05-02,64906937730490.21
2016-05-03,65105844342362.34
2016-05-04,80293582698005.1
2016-05-05,49245620391435.88
2016-05-06,60480129115412.58
2016-05-07,86135930894567.05
2016-05-08,64595194954333.086
2016-05-09,61446155617895.48
2016-05-10,59587674301412.766
2016-05-11,77333585224116.11
2016-05-12,48275475101258.195
2016-05-13,54633218607822.23
2016-05-14,74059950794263.0
2016-05-15,85980388609552.94
2016-05-16,62845834975826.61
2016-05-17,61212760472442.945
2016-05-18,72904759202793.6
2016-05-19,49063934319404.39
2016-05-20,58238440616078.77
2016-05-21,74500216405370.4
2016-05-22,83599096259025.33
2016-05-23,58799292235356.98
2016-05-24,55410871147694.6
2016-05-25,70492126814632.58
2016-05-26,48097887999977.805
2016-05-27,68393064729006.16
2016-05-28,64700959400640.83
2016-05-29,75753517046852.94
2016-05-30,61455136166374.484
2016-05-31,73759070476028.67
2016-06-01,80654749609162.83
2016-06-02,54112496201252.85
2016-06-03,56765327880414.98
2016-06-04,77728480149044.3
2016-06-05,86284063693090.34
2016-06-06,59298196732250.195
2016-06-07,59264678731204.95
2016-06-08,73629491760064.45
2016-06-09,45834903266758.4
2016-06-10,52151585153239.96
2016-06-11,68083336326925.21
2016-06-12,76167162169772.75
2016-06-13,56960471995346.01
2016-06-14,57331912250332.44
2016-06-15,75394417046961.2
2016-06-16,49877242730482.3
2016-06-17,58222692474368.96
2016-06-18,80606374805490.44
2016-06-19,67351646837368.57
2016-06-20,59019660953381.52
2016-06-21,59752683359662.69
2016-06-22,71855823921738.72
2016-06-23,46842636348098.19
2016-06-24,51662917968694.85
2016-06-25,70863369654192.34
2016-06-26,78082795533647.2
2016-06-27,56043229684255.79
2016-06-28,55041014961990.13
2016-06-29,68691109575166.77
2016-06-30,45623206908916.76
2016-07-01,65132626111151.82
2016-07-02,81072878359363.17
2016-07-03,86478034402671.0
2016-07-04,64754586307805.96
2016-07-05,63087287003111.34
2016-07-06,76629681570351.53
2016-07-07,47003327590633.67
2016-07-08,55427631364347.164
2016-07-09,69208885635215.77
2016-07-10,75193078634494.33
2016-07-11,56592570562307.84
2016-07-12,57785746175451.16
2016-07-13,69936204973992.99
2016-07-14,44808524208551.23
2016-07-15,53941812700662.56
2016-07-16,70776225097171.44
2016-07-17,74708830825456.66
2016-07-18,58262154587404.08
2016-07-19,58310557039065.84
2016-07-20,71944806061227.48
2016-07-21,46677791285473.48
2016-07-22,52014840308677.586
2016-07-23,65414398654404.71
2016-07-24,68566288614788.67
2016-07-25,57562633655748.055
2016-07-26,55973804808649.18
2016-07-27,67636212289774.695
2016-07-28,44000791936393.09
2016-07-29,53615312213286.65
2016-07-30,69959692353004.39
2016-07-31,77267019525760.58
2016-08-01,67952334859158.305
2016-08-02,64110822340724.85
2016-08-03,76170554458047.72
2016-08-04,48329302770080.51
2016-08-05,54297631905131.56
2016-08-06,65094681329666.24
2016-08-07,70635081020484.81
2016-08-08,57699703775673.98
2016-08-09,55634294391016.19
2016-08-10,66209637761547.45
2016-08-11,46714906168700.51
2016-08-12,57664785706022.61
2016-08-13,55882738351481.17
2016-08-14,60926115900969.086
2016-08-15,59270441797356.82
2016-08-16,63218458871257.83
2016-08-17,74097177393831.95
2016-08-18,45993872427500.18
2016-08-19,53009613494612.305
2016-08-20,66727105389246.91
2016-08-21,73129892975310.92
2016-08-22,60356997416070.71
2016-08-23,58868211988120.04
2016-08-24,70307529423870.836
2016-08-25,45299464362439.67
2016-08-26,52559725320368.68
2016-08-27,64853822653804.75
2016-08-28,70436181443262.7
2016-08-29,56706044844781.445
2016-08-30,56610784785266.445
2016-08-31,73751628195282.23
2016-09-01,54275462382948.125
2016-09-02,61835844715726.67
2016-09-03,78761782113443.77
2016-09-04,82722610039009.5
2016-09-05,61765236013530.164
2016-09-06,63328698449368.195
2016-09-07,74807168457272.92
2016-09-08,47374266913781.46
2016-09-09,52113524068447.41
2016-09-10,72296140617159.94
2016-09-11,79509052426107.81
2016-09-12,55986738863591.79
2016-09-13,55370066603729.08
2016-09-14,68173583698592.195
2016-09-15,45531020291309.47
2016-09-16,54355140953241.19
2016-09-17,71701997119854.06
2016-09-18,80295813353742.84
2016-09-19,56224952661653.0
2016-09-20,58382908930266.47
2016-09-21,70861269502748.94
2016-09-22,44461667525419.16
2016-09-23,53442816817209.51
2016-09-24,68929900358236.8
2016-09-25,77597848802369.89
2016-09-26,55110543052394.99
2016-09-27,54392635729114.69
2016-09-28,68277305623291.27
2016-09-29,42106091174002.27
2016-09-30,54159230959380.84
2016-10-01,84932243404806.77
2016-10-02,94705818555792.0
2016-10-03,64039873009283.86
2016-10-04,60843772953492.08
2016-10-05,75399539087973.94
2016-10-06,46264356776439.86
2016-10-07,56351558341265.11
2016-10-08,74724641163376.44
2016-10-09,85823377645833.67
2016-10-10,60253924394261.02
2016-10-11,58625554359190.12
2016-10-12,73723784119387.28
2016-10-13,45585359013417.586
2016-10-14,54764798922998.52
2016-10-15,71270339944335.67
2016-10-16,87678936159936.5
2016-10-17,60516846436201.17
2016-10-18,56416606945228.5
2016-10-19,70555138292575.48
2016-10-20,48703686972523.7
2016-10-21,54839541334001.82
2016-10-22,67536049485769.46
2016-10-23,81411738406152.8
2016-10-24,55183516127225.79
2016-10-25,57253572010775.16
2016-10-26,68314616660713.38
2016-10-27,42505407158246.75
2016-10-28,48668357025647.664
2016-10-29,62574919247065.195
2016-10-30,69409317171437.94
2016-10-31,46927472767652.22
2016-11-01,61763689886377.66
2016-11-02,77632958982410.17
2016-11-03,55431311053360.55
2016-11-04,60235952583425.31
2016-11-05,62147061395530.445
2016-11-06,82832679327877.44
2016-11-07,66881326989853.48
2016-11-08,64899304545710.02
2016-11-09,78191804434436.42
2016-11-10,44964009127870.47
2016-11-11,53018040173789.0
2016-11-12,68776208855506.484
2016-11-13,88841038883701.34
2016-11-14,56784513938730.23
2016-11-15,56893788746564.016
2016-11-16,79211568596947.52
2016-11-17,47910708941154.93
2016-11-18,55390233562225.414
2016-11-19,71402531303674.69
2016-11-20,85624784728336.61
2016-11-21,61075800906484.01
2016-11-22,59441824023877.06
2016-11-23,77198651290004.39
2016-11-24,46048538612502.55
2016-11-25,53515662128548.38
2016-11-26,68182353830618.4
2016-11-27,81165271053029.92
2016-11-28,60053755148991.78
2016-11-29,57452400235202.26
2016-11-30,75741991537965.81
2016-12-01,56353276377005.875
2016-12-02,59308323788681.945
2016-12-03,76707067564993.31
2016-12-04,89608159968961.75
2016-12-05,59062962132903.16
2016-12-06,72841286376190.14
2016-12-07,80359133199681.88
2016-12-08,49635611966584.484
2016-12-09,56225121040825.12
2016-12-10,65512940920954.4
2016-12-11,80152713519437.62
2016-12-12,58199843813664.086
2016-12-13,59845094853674.63
2016-12-14,74922157369458.23
2016-12-15,50966729146000.17
2016-12-16,59893719315686.45
2016-12-17,72881975469729.02
2016-12-18,86588402121673.86
2016-12-19,67165376712178.71
2016-12-20,73018532901143.06
2016-12-21,93585966044984.78
2016-12-22,75915105251937.06
2016-12-23,94036982380934.75
2016-12-24,101115101171516.58
2016-12-26,76115631238537.94
2016-12-27,71114148072065.28
2016-12-28,86278128991998.33
2016-12-29,69702554955008.53
2016-12-30,94201927195314.5
2016-12-31,98104588774547.2
2017-01-01,877392741291.9131
2017-01-02,103946710908961.55
2017-01-03,97902353117018.31
2017-01-04,98244873028953.83
2017-01-05,62066300264749.195
2017-01-06,66373146150488.875
2017-01-07,84219947641914.69
2017-01-08,90975302541643.86
2017-01-09,62464422528200.46
2017-01-10,66081723655891.586
2017-01-11,81602556590480.02
2017-01-12,51419123722422.1
2017-01-13,60491649492591.04
2017-01-14,79553898958231.75
2017-01-15,90841076168188.52
2017-01-16,66219941133803.12
2017-01-17,66149703872244.76
2017-01-18,82483987995620.61
2017-01-19,48940554519210.79
2017-01-20,57955987625627.59
2017-01-21,84344327641896.97
2017-01-22,91329536580892.62
2017-01-23,63492617498743.914
2017-01-24,64221285126226.07
2017-01-25,79478898519734.19
2017-01-26,48307002309277.86
2017-01-27,58316576342910.08
2017-01-28,77912416971771.77
2017-01-29,85892927358783.0
2017-01-30,57643011548845.36
2017-01-31,69811895300968.05
2017-02-01,95075812115131.05
2017-02-02,57607012497028.14
2017-02-03,62906920728304.86
2017-02-04,83623645460513.36
2017-02-05,88572166424460.62
2017-02-06,62647121161477.51
2017-02-07,66240669700151.94
2017-02-08,80992778657156.36
2017-02-09,51565094068729.08
2017-02-10,61131191784538.59
2017-02-11,75783881666584.23
2017-02-12,86139079298956.86
2017-02-13,64765808591383.55
2017-02-14,59198385241809.94
2017-02-15,81379687492044.0
2017-02-16,52459778101871.91
2017-02-17,62108344655561.516
2017-02-18,85124483916963.8
2017-02-19,67939993960879.11
2017-02-20,61668585691524.93
2017-02-21,64944821345733.72
2017-02-22,76802525473288.4
2017-02-23,51987403385343.805
2017-02-24,61768471166943.92
2017-02-25,77011326742561.3
2017-02-26,59190685154511.77
2017-02-27,56478864326685.39
2017-02-28,80054277092684.45
2017-03-01,98809623696477.0
2017-03-02,65864469772932.25
2017-03-03,70206800839006.37
2017-03-04,82783237892898.11
2017-03-05,89574625185544.12
2017-03-06,61509292298376.9
2017-03-07,67087463083974.66
2017-03-08,79429780810697.69
2017-03-09,52918785166261.97
2017-03-10,59596327127220.48
2017-03-11,76213771683404.53
2017-03-12,88364477753915.06
2017-03-13,60763673912095.38
2017-03-14,63351575451910.914
2017-03-15,83687874914549.28
2017-03-16,53072414394283.02
2017-03-17,61082290976312.9
2017-03-18,77261881179400.44
2017-03-19,87764284245886.62
2017-03-20,65343737102128.805
2017-03-21,65973964975619.21
2017-03-22,79171617531625.3
2017-03-23,48571729410562.4
2017-03-24,58197318303783.51
2017-03-25,75912700507001.53
2017-03-26,82676131061044.67
2017-03-27,60319920287723.73
2017-03-28,59650927191099.44
2017-03-29,81178128819080.38
2017-03-30,49602975444543.15
2017-03-31,66285437313442.26
2017-04-01,103781642705131.69
2017-04-02,78036303437264.0
2017-04-03,58187648886674.65
2017-04-04,67227693946478.37
2017-04-05,82009580259301.92
2017-04-06,50906102401109.71
2017-04-07,57298249840754.42
2017-04-08,73729925908193.14
2017-04-09,83090070675768.62
2017-04-10,57183426888446.04
2017-04-11,62530422488880.99
2017-04-12,75274712514862.08
2017-04-13,56593416441364.02
2017-04-14,54350296959312.664
2017-04-15,65836109039323.37
2017-04-16,75872348618886.23
2017-04-17,62539663990951.586
2017-04-18,65168283085849.45
2017-04-19,77387960277044.06
2017-04-20,54402961235197.05
2017-04-21,62381276009576.57
2017-04-22,74664048457763.9
2017-04-23,85817085162427.75
2017-04-24,57948128122706.086
2017-04-25,63083498858705.75
2017-04-26,79998872236141.64
2017-04-27,49110387832721.164
2017-04-28,60722289825067.15
2017-04-29,79116766428358.44
2017-04-30,76994036435101.6
2017-05-01,94772844862998.62
2017-05-02,77072032413724.83
2017-05-03,89574326859607.95
2017-05-04,54218709418194.79
2017-05-05,58678250129416.1
2017-05-06,77926590479577.73
2017-05-07,91785588300845.48
2017-05-08,61362903068876.93
2017-05-09,64179970388688.6
2017-05-10,80415533302151.67
2017-05-11,49102615983365.75
2017-05-12,60323048100569.56
2017-05-13,89778132484836.45
2017-05-14,70147340297074.914
2017-05-15,65175850332284.07
2017-05-16,71358632290550.16
2017-05-17,85846308513486.94
2017-05-18,50135734509963.2
2017-05-19,60057771853971.65
2017-05-20,79041098300372.38
2017-05-21,93248851729521.52
2017-05-22,62373422020913.92
2017-05-23,64011021117122.875
2017-05-24,77824276845821.47
2017-05-25,50173919133244.46
2017-05-26,74921445373030.44
2017-05-27,70619564113182.03
2017-05-28,81940010912479.42
2017-05-29,62838898724198.06
2017-05-30,65196248189518.21
2017-05-31,83096203265155.16
2017-06-01,57879717096391.11
2017-06-02,66939267270190.98
2017-06-03,82859972591780.61
2017-06-04,99141360016981.22
2017-06-05,66218824991837.4
2017-06-06,67093479557767.66
2017-06-07,84771241648186.11
2017-06-08,49772904184060.49
2017-06-09,59936207581916.03
2017-06-10,73045537227806.06
2017-06-11,90214439465133.47
2017-06-12,60856708464503.64
2017-06-13,64354963183679.46
2017-06-14,81101436756141.67
2017-06-15,52882607574311.914
2017-06-16,66124334445842.86
2017-06-17,89764584308682.9
2017-06-18,74564006041092.3
2017-06-19,63786781853015.6
2017-06-20,68828500248734.805
2017-06-21,80506435671140.19
2017-06-22,49537422263114.02
2017-06-23,60647236969645.805
2017-06-24,76229972902227.92
2017-06-25,86332166841220.75
2017-06-26,61561346824237.516
2017-06-27,62557900563654.93
2017-06-28,80002131808560.9
2017-06-29,50879007824393.5
2017-06-30,61582082258499.96
2017-07-01,88667811826180.92
2017-07-02,97632782942164.4
2017-07-03,72227668756112.3
2017-07-04,71354497038175.19
2017-07-05,85333676081969.16
2017-07-06,54412711206496.63
2017-07-07,61932901879695.0
2017-07-08,76831520901453.97
2017-07-09,86600324595106.0
2017-07-10,64312945641126.9
2017-07-11,64966046583064.49
2017-07-12,78844333881225.5
2017-07-13,50347570753652.63
2017-07-14,59708479227210.43
2017-07-15,74035637956400.55
2017-07-16,87392905641634.98
2017-07-17,64724104584848.65
2017-07-18,63649181178544.93
2017-07-19,78529937685927.38
2017-07-20,53900541029079.46
2017-07-21,60265928035230.734
2017-07-22,73170555258349.89
2017-07-23,81388588776356.27
2017-07-24,64804759127961.164
2017-07-25,62496795281089.27
2017-07-26,76076261264934.67
2017-07-27,49962796509638.91
2017-07-28,61249350239986.15
2017-07-29,75073786246281.14
2017-07-30,82768075710856.77
2017-07-31,68010418331408.445
2017-08-01,78778819137668.0
2017-08-02,90247219053080.02
2017-08-03,54348576964823.66
2017-08-04,62044789962595.914
2017-08-05,74163136371196.1
2017-08-06,81963122158977.6
2017-08-07,63554962341758.625
2017-08-08,63848694842897.9
2017-08-09,75522139944418.36
2017-08-10,50331055068675.91
2017-08-11,65563780956119.0
2017-08-12,62830467000865.12
2017-08-13,70130020757513.125
2017-08-14,63236022216629.82
2017-08-15,67464185946220.266
